问题提出时间,问题描述,解决过程
2024-07-31 03:24:00,"客户Enzo Ferreira反映部分分拣机出现问题，具体表现为多个格口（RC02-090, RC03-045, RC04-090, RC06-042, RC07-090, RC08-045）在WMS系统中仍处于绑定状态，无法正常使用，请求帮助解除绑定并重新关箱上报。",客服陈浩表示正在检查，稍后会在RC现场查看。陈浩请求客服立镖张皓琪和Libiao-Wang帮助回传这些格口的关箱上报数据，因为它们在WMS中仍显示为绑定状态。客服Yvemip9询问是否需要释放格口。姜文龙请求Yvemip9重新进行关箱上报。Yvemip9检查后发现上报有误。刘帆指出可能不是关箱问题，而是需要操作关箱。客服Ψθ、重推了这6个格口的关箱数据。刘帆确认成功。陈浩再次确认格口是否已成功解绑，刘帆确认关箱成功。陈浩告知Enzo Ferreira这些出口已全部解绑，可以绑定新的集装箱。
2024-08-01 19:51:00,客户反映T-sort 6上层的地毯RFID出现问题，机器人无法检测到。即使尝试将机器人放在其他地毯上后上线，也确认是地毯本身的问题，需要更换。更换新地毯后，希望客服进行配置。,"客服Wang指示客户将地毯移除到地面并保持通电。客户执行后，客服指示将其放回平台。客户执行。客服Wang指示客户将设备关闭一分钟后再重启。客户执行后，客服Wang指示将机器人167205放到另一块地毯上。客户表示已放到另一块地毯上并上线。客户明确指出问题出在地毯上，需要更换，并表示更换后会通知配置。客户告知已更换地毯，并询问是否可以配置。客服Wang确认已更换11,5地毯，并要求在更换完成后进行标记。客服Wang进行配置并让客户尝试。客户最终确认问题已解决，并表示感谢。"
2024-08-02 01:21:00,客户反映分拣机10号无法扫描，请求检查。具体问题为一个包裹已分拣但超时，且提示信息仅为中文，导致无法手动处理，可能影响其他3PL。客户Joao Vitor询问何时解决，因为手动处理会影响其他业务。,客服陈浩解释包裹已分拣但超时，需手动装箱，并说明中文提示问题将于下周修复。陈浩请求Libiao-Wang检查一个没有落格回传导致超时的包裹。姜文龙请求客服Yvemip9、夏明丽和Libiao-Wang检查此问题。Yvemip9表示研发团队明天会查看。客服Ψθ、解释之前请求返回的是格口RC10-005没有绑定料箱，也没有发车，因此没有落件。
2024-08-02 14:49:00,客户反映机器人无法在地毯上居中，且在其他T-sort机器上测试也出现相同问题。客户已尝试校准命令，但机器人无法识别坐标。客户随后告知已将该机器人从系统移除，并计划将其添加到T-sort 01下层。,客服Wang询问平台和具体问题，并提出远程检查。客服Wang发现T-sort 3下层断开连接，询问Teamviewer是否开启。客户要求客服通过T-sort 1机器访问，因为T-sort 3正在运行。客服Wang确认是T-sort 1下层，并指明机器人173054。客服Wang要求将机器人放到地面并保持通电。客户执行。客服Wang要求将其放回地毯中央。客户执行。客服Wang询问是否可以随机运行，客户同意。客服Wang要求客户重新启动机器人173054。客户执行。客服Wang确认机器人似乎已恢复正常，并告知其仅校准了霍尔定位。客户询问该命令是否只能系统执行而不能手动，客服Wang表示也可以手动操作。客户询问是否有其他可分享的命令，客服Wang表示都在已提供的资料中。
2024-08-07 21:41:00,客户反映T-sort 3分拣机28号通道，虽然在物理上已绑定到某个代码，但系统显示未绑定，并且尝试绑定到其他代码时又提示已绑定。,客服Wang表示正在检查。客服Ψθ、确认已人工处理数据，将RCBAGS0040026和RC03-028绑定。
2024-08-08 00:40:00,客户Yvemip9（似乎是客服，但在这里像客户一样提出疑问）询问是否使用了错误的地图，并要求确认是第几套系统。张宇（客户）确认是第二套，靠近月台，外侧左手边，并补充说站了两三分钟都没有机器人过来。张宇再次确认是T-sort系统，并提供了RCS的截图，看到系统有堵车现象。,客服Yvemip9询问是3D还是T-sort系统，并要求张宇拍摄RCS（控制小车的软件）给他看。张宇确认是T-sort系统，并发送了RCS截图。Yvemip9看到系统正在正常分拣，但有些堵车。张宇询问堵车原因。Yvemip9解释看起来是因为投递格口集中在某个区域。
2024-08-08 15:08:00,客户反映T-sorter 10下层的机器人无法识别坐标，且已经进行了6次C和A的校准操作，但机器人仍无法识别。,客服Jacky表示正在检查，并要求将AGV167115移出地毯放到地面。客户执行后，Jacky完成霍尔板校准，并要求将其放回地毯中央。客服Jacky认为机器人已恢复正常，可以继续分拣。客户表示会持续观察AGV167-115的性能。
2024-08-09 00:21:00,客户Joao Vitor询问是否能获取每个工作站的包裹引入量信息，并考虑将这些信息显示在平板上，以实现在线跟踪每个站点引入的包裹量。,客服Yvemip9询问是否是今天的生产量，并确认客户是否希望将产能信息显示在软件上。客户表示是，但只需要显示该站点的产能。客服Yvemip9明确表示目前软件不具备此功能。客户询问未来是否有办法实现。客服Yvemip9建议如果需要此功能，可以与业务团队沟通进行开发。客户Rani Cudek表示信息可在Tableau中找到。Joao Vitor表示没有访问权限，并强调希望在线获取这些信息，认为这将很有帮助。客服周山子表示会单独沟通此问题，Yvemip9表示同意。
2024-08-12 14:04:00,客户寻求指导处理T-sort 05下层VGA-172-020机器人出现的故障。,客服Jacky表示正在检查，并要求将AGV172020移出地毯放到地面。客户执行后，Jacky指示将其放回地毯中央。随后，Jacky要求客户移除AGV172020，因为它需要更换霍尔板。客户询问霍尔板是什么以及如何更换。客服Jacky提供了视频指导客户更换霍尔板。
2024-08-12 20:37:00,客户Joao Vitor反映在处理Label B包裹时遇到问题，请求检查。,客服Wang询问数据是否由他们这边返回。姜文龙请求何玉棠确认。何玉棠询问Wang是指开票还是什么数据。Wang指出是客户反馈的问题。何玉棠确认后表示将查看。何玉棠建议先进行人工稽查装箱，并告知姜文龙。姜文龙询问哪些包裹有问题需要人工装箱。何玉棠表示所有直发待稽查的包裹都走人工装箱。姜文龙告知Joao Vitor将有相同错误的包裹放到一边，待系统修复后重新投递。Joao Vitor表示明白。姜文龙告知Joao Vitor问题已解决，可以再次尝试投递。
2024-08-17 10:34:00,客服Ψθ、反映RC01-041和RC08-044格口的关箱上报返回错误信息“容器不存在或者有误！O contêiner não existe ou está incorreto”，请求姜文龙和何玉棠检查。,何玉棠要求立镖张皓琪发送关箱上报的入参。Ψθ、发送了两个格口的入参。邹宝禄询问这些数据是否是补推的，并指出都是直发稽查包裹，且箱子用错了。Ψθ、表示没有补推，但异常信息中的箱号与上报的箱号相同。邹宝禄告知Ψθ、这些数据无需处理，已发货。Ψθ、强调这两个格口在客户系统也需要解绑料箱，否则现场无法绑定新箱子。邹宝禄确认已手动解绑。Ψθ、确认已解绑。
2024-08-19 21:30:00,"客户Joao Vitor反映无法解绑多个出口（RC01-036, RC01-081, RC01-080, RC01-084, RC07-084, RC07-088），请求检查。后确认仅RC01-081和RC01-080存在此问题，且需要解绑以便更改配置。",客服Wang请立镖张皓琪查看。客服Ψθ、询问是否PDA无法操作。周山子请立镖张皓琪检查问题，并建议客户再次尝试。周山子建议尝试其他格口，并指出存在‘不存在’的情况，但Ψθ、解释这是解绑料箱上报返回的信息。周山子建议使用新的装箱标签。周山子随后请求袁晨凯协助解绑。邹宝禄表示数据已归档，需要手动解绑。周山子和邹宝禄表示将进行解绑操作。Ψθ、确认其系统也需手动解绑，邹宝禄确认。客服确认已解绑。周山子让客户再次尝试。最终客户确认已可正常工作，并表示感谢。
2024-08-20 02:48:00,客户Enzo Ferreira反映与之前相同的问题，请求检查格口Rc 08 - 44和Rc01-41。,客服周山子请求袁晨凯协助处理，并要求Enzo Ferreira提供所有有问题格口编号。Enzo Ferreira提供了RC08-44和RC01-41。周山子确认是否只有这两个格口有问题。周山子要求袁晨凯上班后处理。袁晨凯回复“1”表示收到并处理中。
2024-09-01 01:25:00,客户Sorter Leadec寻求帮助配置几台机器人，其中一台（169-247）更换了BMSP板，需要配置。随后又添加了另一台机器人（169-176），同样需要配置。最后又提到了另一台机器人（173-098）也更换了主板，需要注册和配置。,客服Wang询问更换BMSP板的机器人编号，并询问是否已注册。客户表示只添加到系统未注册。客服Wang指导客户将机器人放在地毯中央并通电，然后按指示注册。客户执行后，客服Wang要求关闭再重启机器人。客服Wang又指示将机器人放在充电桩上充电，并询问除了BMSP板外是否有其他部件被更换，以及检查内部接线，因为机器人无法启动。客户决定尝试配置另一台机器人169-176。客服Wang要求客户发送注册过程视频，并确认是否需要为机器人创建新ID。客服Wang表示将删除现有记录，然后添加169-176。客服Wang指示客户打开机器人并按A按钮，然后重启。客户确认成功。客服Wang询问是否添加另一台169-247，并再次指导其按A键和重启。客户确认成功。客服Wang再次询问是否还有其他机器人173-098需要添加，客户确认此台机器人也更换了板子但未注册。客服Wang指导客户先注册。客服Wang指示客户打开机器人并按A键，然后重启。最终，客服确认所有机器人均已配置完成，可正常运行，并感谢客户。
2024-09-02 18:00:00,地毯RFID有问题。,客服Wang询问客户是否更换过地毯，并指导客户将RFID从地毯中取出并保持通电，然后放在地上片刻。随后客服告知地毯需要更换，询问是否有备用地毯。客户表示有RFID备件，客服指导客户先更换RFID芯片，并提供了坐标。客户更换RFID后，客服Wang要求重启机器人。机器人重启后，客服发现仍然未检测到RFID，再次询问是否更换了新的RFID，客户确认。客户表示将更换另一个RFID芯片。客服Shmily也强调使用新RFID。客户再次更换RFID后，客服Wang指导将机器人放置在地毯中心。客服询问是否可以运行，客户确认。客户询问RFID是否已配置，客服Wang表示是旧ID。客户解释是相同坐标但不同机器人，并且RFID已再次更换。客服询问地毯下方是否有钢平台会干扰RFID，客户否认。客服询问地毯RFID是否有银色贴片以阻挡干扰。客户决定更换整个地毯。客户确认地毯已更换，并显示新的RFID。客服确认并进行了配置，告知客户可以运行。客户确认问题解决。
2024-09-03 01:18:00,需要帮助配置BMSP板，问题发生在Sorter 10 lower的161-231机器人上，电源板和BMSP板已被更换。,客服Yvemip9询问是t-sort 10吗。客户表示因有会议暂时移走机器人，稍后会重新联系。客户随后告知机器人已添加到分拣机。客服Yvemip9询问机器人上的ID是否是此ID，客户确认并表示需要创建一个新的机器人编号。客服Yvemip9指导客户按下机器人的A键，随后告知ID已修改完毕。客户确认问题解决。
2024-09-05 13:15:00,"坐标53,9 RC03-044的格口被堵塞，位于t-sort 03。",客服项钱看（犯困版）询问是否在RCS屏幕上点击关闭，客户否认。客服询问是否无法使用PDA打开格口，客户确认。客服要求拍摄视频，并指导客户站在格口边缘再次按下按钮，确保身体不阻挡传感器。客户确认已小心操作，没有被检测到。客服项钱看（犯困版）询问格口是否已绑定，客户确认无法释放。客服Ψθ、与内部客服邹宝禄、袁晨凯确认RC03-044在系统中是否有绑定料箱，并发现系统中没有绑定关系，随后进行了绑定。客服项钱看（犯困版）通知客户再次尝试，客服Ψθ、确认格口已打开并绑定了料箱号。客户确认问题解决。
2024-09-11 08:55:00,t-sort 05的045格口被卡住，有机器人带着包裹在格口处循环，导致机器人电量下降，并有机器人已卸货。,客服Jacky询问是哪个平台，客户重申了平台。客服Jacky表示正在检查。客服Ψθ、分享了关箱报错信息，显示容器不存在或不正确。客户表达了问题紧急性，指出机器人电量因格口卡住而下降。客服Ψθ、解释了报错记录中箱号集包失败的原因。客户询问格口是否已释放，客服Ψθ、表示等待WMS确认。内部客服邹宝禄确认正在查看，并随后解绑了该包裹。客服Ψθ、通知客户可以再次尝试绑定。客户确认问题解决。
2024-09-14 09:24:00,在打开和关闭RCS格口时遇到问题，无法通过蜂鸣器操作打开或关闭。,客服安稳询问是否无法打开，客户确认无法通过蜂鸣器操作。客服Jacky要求提供错误信息。客服Ψθ、告知是硬盘空间已满。客服Ψθ、通知客户再次尝试。客户确认问题解决。后续客户张宇、姜文龙、陈浩（客户身份）跟进询问停机情况和日志保留策略。客户Giovanni后续报告了流水线恢复后格口关闭的问题，并列出了多个分拣机上的格口问题。客服Ψθ、确认处理，并随后通知Giovanni所有问题格口已处理。Giovanni确认分拣机正常，但仍有一个格口RC05-050有问题。客服Ψθ、随后修复了该格口。Giovanni确认问题解决。
2024-09-16 19:00:00,"需要帮助配置RFID，机器人不识别坐标。问题发生在T-sorter 3 upper，RFID已更换，机器人173-016位于坐标50,8。","客服Jacky询问平台编号和PC的IP地址。客户提供了信息，客服Jacky远程连接。客服Jacky表示问题已修复，但客户否认，指出需要保存新RFID的配置。客服Jacky确认并询问是否更换了地毯，客户表示更换了RFID芯片，需要配置。客服Jacky表示新的地毯RFID无法识别，要求更换新的RFID，并询问客户能否看到更换后的RFID芯片外观。客户表示已放置新的RFID，并决定更换整个地毯，因为可能与磁条有关。客服Jacky指出RFID必须用锡箔层覆盖，否则AGV无法识别。客服LB-Leo建议更换地毯，客服Jacky指导客户移走指示的地毯并替换到50,8位置。客户确认已在地毯RFID上放置锡箔层，机器人已识别，只需配置。客服Jacky进行了处理。客户告知机器人173-035在地毯上。客服Jacky询问是否更换了地毯，客户确认，并指出50,8也需要更换。客户确认已更换，173-035机器人就在上面，只需在编程中更换RFID编号。客服Jacky指出机器人位于51,8而非50,8，客户否认。客服Jacky让客户把机器人放在上面。客户要求保存机器人173-035正在读取的RFID编号，客服Jacky表示已完成。客户要求在编程页面中查看，客服Jacky再次确认已更改RFID并保存到文件。客服Jacky指出50,8坐标也不正确。客户坚持50,8是正确坐标，且只更换了这一个。客户指出172-217在51,8。客服Jacky让客户把机器人放在50,8的地毯上。客户确认172-217机器人现在在50,8坐标。客户确认问题解决。"
2024-09-18 17:47:00,需要帮助处理T-Sorter 6的45号格口。,客服Ψθ、记录了RC06-045关箱返回的容器不存在或有误的错误信息，并请求刘帆和何玉棠查看。客服刘帆指示客服Ψθ、进行解绑，客服Ψθ、确认解绑后现场即可重新绑定。客服袁晨凯确认已解绑。客户尝试后确认问题解决。
2024-09-19 11:48:00,AVG机器人正在失去地毯的参考定位，已进行校准配置但故障仍然存在。,客服Jacky询问平台编号（10-Lower），并询问是否可以在随机模式下运行，客户允许。客服Jacky提供了视频指导校正偏差轮，客户表示已尝试过。客服Jacky指导将机器人放置在地毯中心，然后移开到地面，再放回地毯中心。客服Jacky在随机模式下运行并要求客户持续监控。客服Jacky询问轮子是否损坏，客户表示所有轮子状况良好。客服Jacky要求提供视频，并再次尝试操作。客服Jacky要求客户更换损坏的霍尔板。客户确认已更换霍尔板。客服Jacky检查后指导将机器人移出平台放到地面，然后放回地毯中心。客服Jacky指导客户按下机器人电源开关进行重启。客服Jacky再次指导将机器人放置在地毯中心，但客户报告仍出现故障。客服Jacky再次指导将机器人移到地面，再放回地毯中心，并再次尝试。客服Jacky要求客户从系统中移除机器人，并拆开机器人检查内部是否有异常。客户检查后未发现异常，但机器人仍未在坐标上。客服Jacky要求客户将机器人放回地毯中心并添加到系统中，以便检查。客服Jacky表示客户可能更换了一块损坏的霍尔板，要求再次更换一块新的霍尔板。客户确认更换，并表示会再次联系。
2024-09-20 00:03:00,B仓T-sort3D 02出现波次卡顿，无法完成任务。,客服LB-Louis-陈振林询问具体问题。客户表示无法完成任务。客服Zhou Shanzai询问是否发送波次。客服LB-Louis-陈振林询问是否是第二套设备，并发现网络不通无法连接，询问客户是否是指波次下发不成功。客服Zhou Shanzai解释是客户方关闭了配置，现在已重新打开。客户表示感谢。
2024-09-21 10:02:00,T-sort 05的已关联的袋子无法关闭，需要帮助解除关联。具体涉及RC05-73、RC05-74、RC05-75、RC05-76、RC05-77。,客服Jacky表示正在检查。客服Ψθ、询问是否只涉及RC05-077，客户列出了所有5个。客服Ψθ、询问释放功能是否不起作用，客户确认。客户解释这些格口本不应被打开，因操作员失误进行了关联，导致包裹无法从这些格口掉落。客服Ψθ、表示不理解客户需求，客户重申希望解除这些格口的关联信息。客服Ψθ、指导客户可以使用PDA的释放功能来解除格口和料箱的绑定。客户表示会去验证。
2024-09-24 00:44:00,PDA屏幕显示网络错误图标，请求检查问题。,客服Zhou Shanzai转告其他客服。客服Ψθ、询问是所有PDA还是这一个出现问题。客服Ψθ、远程检查服务状态正常，并建议如果只是这一个PDA网络异常，请检查APP的IP设置。
2024-09-25 10:20:00,T-sort 09的60号格口在绑定袋子时出错。,客服Wang转告客服Ψθ、。客服Ψθ、解释关箱回传错误信息是“剔除重复包裹后，容器明细为0，无法关箱”，并指出上报内容中只有一个包裹，没有重复回传情况，随后转告袁晨凯处理。客户询问是否有新进展。客服袁晨凯解释该子包裹已在9月21日被人工扫描装入周转箱并完成发货，导致T-sort关箱失败，建议直接解绑。客服袁晨凯随后确认已解绑。客服Ψθ、通知客户可以重新绑定。客户确认问题解决。
2024-09-26 20:49:00,无法访问T-Sort配置，不能选择D或B仓库。,客户Enzo Ferreira自我解决，随后确认已能正常使用，并表示感谢。
2024-09-27 03:08:00,M05发货容器时出现错误提示“容器为空，无法发货”。,客服Zhou Shanzai建议选择否，并指出需要先关闭箱子，询问T-sort装箱完成后是否关闭了箱子，并建议给袋子中放入一个子包裹。客户表示袋子已关闭。客服Zhou Shanzai指出该袋子已发货，并建议让M05接收。客户表示Shein无法在3p接收。客服Zhou Shanzai询问客户位置并表示可以前往协助。客户告知在A仓，客服Zhou Shanzai确认会前往。
2024-09-30 22:17:00,Sorter 1 lower的机器人有时会自动改变状态，自行关机，只有在分拣机关闭或手动在系统中打开时才能恢复正常。,客服Yvemip9询问具体改变什么状态，是否自动关机。客户确认，并发送视频显示机器人在运行中关机，且只发生在Sorter 1 lower。客服Yvemip9表示正在检查，并要求客户重启TeamViewer以进行远程连接，但无法连接。客户表示午餐后会重启。客户随后通知客服可以再次尝试。客服LB-Louis-陈振林询问问题，客户解释机器人无故关机。客服LB-Louis-陈振林询问开机按钮是否有效，并检查AP是否在线，客户表示一切正常。客服LB-Louis-陈振林表示无法远程处理，询问是否能开启远程。客户提到之前发生过几次，询问系统是否有问题，并表示已检查所有机器人排除物理问题。客服LB-Louis-陈振林表示从图片看系统没有问题，并解释如果机器人被堵塞超过20分钟会自动关机。客户解释视频中拥堵是因为4个机器人关机，导致操作停止，需要关闭整个分拣机才能使机器人恢复运行。客服LB-Louis-陈振林询问视频中的机器人是否通信中断，显示状态为“unknow”而非“power off”。客户确认其中一个有此情况，但其他机器人是关机状态。客户强调此问题仅发生在Sorter 1。客服LB-Louis-陈振林表示如果再次发生，请通知他们查看。客户确认，表示会再次联系。
2024-10-22 03:19:00,PDA已连接互联网，但尝试更新关闭分拣格口的应用时，仍出现错误提示。,客服LB-Louis-陈振林询问是否所有PDA都出现网络问题。客户Cainan Ramos（客户身份）解释PDA已连接互联网，但尝试更新关闭分拣格口的应用时出现错误。客服LB-Louis-陈振林询问WES网页是否能登录，并建议使用现场连接同一网络的笔记本ping一下设备。客户Cainan Ramos表示这不是网络错误，因为其他PDA正常工作。客服LB-Louis-陈振林询问是否只有一台有问题，客户Cainan Ramos更正，实际上有29台设备显示此错误。客服LB-Louis-陈振林要求提供问题PDA的IP地址，客户Cainan Ramos表示正在向IT团队索取，因PDA设置需要密码。客服LB-Louis-陈振林确认需要IT团队协助。客户Aline Mesquita（客户身份）告知已在现场解决问题。客服LB-Louis-陈振林询问具体问题，客户Aline Mesquita解释是操作员切换WiFi网络时，端口配置被禁用。客户Cainan Ramos后续报告，IT团队正在适配PDA。
2024-10-22 05:08:00,在关闭格口（Uboat）时，需要选择发货，但没有选项且出现错误信息。,客服LB-Louis-陈振林询问是否是集包时出现的错误，客户Cainan Ramos（客户身份）澄清是在关闭格口时。客服LB-Louis-陈振林询问是哪个格口，客户Cainan Ramos澄清是执行Uboat的关闭操作。客服LB-Louis-陈振林询问是否所有pad都会出现此错误，客户Cainan Ramos表示只有那些出现设置错误的设备会。
2024-10-23 20:08:00,客户需要RC型号分拣机的操作手册。,客服未能理解客户提及的'RC'型号，在寻求澄清时，另一位群内客户Lincoln Araujo主动介入，表示他已拥有客户所需的资料，并将直接提供给客户，从而解决了客服在这方面的支持需求。
2024-10-25 00:13:00,分拣系统RC06-042通道关闭，无法绑定新的包裹。在2024-10-31 11:11:43，客户进一步澄清通道状态未更新，请求客服协助关闭该通道以便绑定新的包裹。,客服（Ψθ、）远程指导客户在系统页面上操作'集包'（packaging/bagging）功能，并明确指示先'关闭'通道再执行'集包'操作。客户按照指示操作后，问题得到解决并表示感谢。
2024-10-31 15:03:00,T-sorte 07下层监控显示系统存在延迟，影响系统启动。,客服（LB-Louis-陈振林）询问客户具体的延迟情况，例如画面是否与实际小车存在高度延迟。然而，聊天记录中未显示客户的后续回复及明确的解决过程。
2024-11-03 20:49:00,T-sort 9下层RFID未被系统检测到，客户已更换新RFID并需要客服在程序中进行修改。随后客户反馈T-sort 3上层也更换了另一个RFID，同样需要修改程序。,对于T-sort 9下层RFID问题，客服（安稳）在客户更换RFID后进行了远程程序修改，并确认修改已完成。对于T-sort 3上层RFID问题，客服（LB-Louis-陈振林）介入并远程完成了修复。两次问题解决后，客户均表示感谢。
2024-11-05 12:10:00,客户就RC 01的问题寻求帮助。,客服（Jacky）询问问题细节和错误信息。在客服提供解决方案之前，客户自行解决了问题，并及时告知客服问题已解决。
2024-11-06 04:15:00,分拣格口（具体未指明）已绑定到其他包裹，导致无法绑定新的包裹进行作业。,客服（Ψθ、）将问题上报给内部同事（袁晨凯），请求远程检查系统记录并进行解绑操作。袁晨凯在获得相应操作权限后，成功解绑了格口。随后客服（Ψθ、）通知客户可以尝试重新绑定包裹。
2024-11-11 19:21:00,T-sort 10上层Indução 4的WES系统PC（IP地址192.168.2.13）无法连接，怀疑IP地址发生改变或系统离线。,客服（Wang）指导客户检查TeamViewer是否开启、PC的IP地址以及防火墙设置。在尝试重启PC后，问题仍未解决，客服怀疑PC未连接到正确的局域网。最终，客户发现是一个作为网络中继的设备未通电，导致网络不通。客户重新插上电源后，系统恢复正常连接，问题得到解决。
2024-11-11 20:59:00,T-sort 6下层机器人169-242更换电机后，需要进行注册操作。,客服（Wang）指导客户将机器人放置在感应区地毯中央，并确认已开机。客户尝试自行注册失败后，客服指导客户检查左右电机和翻板电机的连接线，并等待客户反馈。聊天记录中未显示后续明确的解决过程及问题解决状态。
2024-11-12 09:05:00,客户需要将分拣出口调整为释放状态，以便更改分拣区域配置。通过PDA操作释放格口时报错，PDA未显示集包按钮，且问题仅限于RC08-033和RC08-034两个格口，其他格口正常。随后在2024-11-12 21:55:40，另一位客户Joao Vitor再次提及RC08-33和RC08-34需要释放以便更改目的地。,客服（Ψθ、）远程查看后发现，这两个格口有包裹在位（或正在落件），因此需要执行'集包'（packaging/bagging）操作而非'释放'。客服判断PDA未显示'集包'按钮是由于PDA版本未更新。客服指示客户尝试执行'集包'操作。对于后来Joao Vitor的相同问题，客服（Ψθ、）再次确认格口处于绑定状态，并指导客户执行'集包'后不要再绑定新的箱子，从而解决了无法更改目的地的问题。客户后续确认问题已解决。
2024-11-14 01:02:00,Sorter 1机器人失去通信连接，表现为AP（192.168.18.114和192.168.18.116）离线，怀疑存在网络问题。,客服（LB-Louis-陈振林）指导客户检查AP连接线并尝试重启AP。在排查过程中，发现192.168.18.114存在IP地址冲突，且更换网线未能解决问题。通过将AP直接连接到RCS电脑进行测试，确认AP硬件本身正常，问题被诊断为从车服电脑到AP的网络路径（怀疑是交换机或网线）存在故障。为临时恢复运行，客户将AP移至机柜内部。客服建议在分拣结束后重启电控箱上AP旁边的交换机以改善通讯成功率。客户最终确认已重启交换机，通讯成功率有所提高，系统恢复正常。
2024-11-14 08:44:00,所有T-sort分拣机停止工作，无法执行关箱操作，对生产造成严重影响。客户IT部门排查后确认并非网络问题。同时，客户还反馈传感器系统异常，如格口已关闭但指示灯未亮。根源问题是系统硬盘存储空间已满。,客服（Ψθ、）远程排查后确认系统硬盘已满，导致数据入库失败和系统阻塞。客服紧急远程处理了客户列出的多个格口的释放和重新绑定请求，使部分格口恢复正常。针对硬盘空间问题，客服提出了长期优化方案：每半小时将生成的日志文件打包压缩存储，并添加脚本每半小时查询硬盘剩余空间，若小于30G则自动清理最旧的10个日志压缩包文件。客户随后确认问题已解决，生产恢复正常。
2024-11-14 11:45:00,Sorter 7的wecon通道80在关联新包裹时显示错误。,此问题很可能是由于分拣系统硬盘空间不足（参见问题提出时间2024-11-14 08:44:57的详细问题描述）导致的连锁反应。解决过程已包含在对硬盘已满问题的处理中，即通过远程清理硬盘空间并优化日志存储策略来解决系统阻塞及相关通道异常问题。
2024-11-14 19:17:00,Sorter 7有大量包裹在未送达目的地的情况下返回至入库站，其系统状态显示为'M's voltando como Box'（M类包裹已装箱）和'Log voltando como recebidos'（日志返回已接收），且错误通道被阻塞。,客服（陈浩、周山子）通过系统核查，识别出这些返回的包裹在系统中已被标记为'已装箱'（RC boxed），本不应再次投入分拣机。客服向客户解释了错误原因在于操作流程不当，并建议客户对现场操作人员进行再培训，以避免重复投入已处理的包裹。客户后续确认问题已解决，系统恢复正常。
2024-11-19 07:16:00,T-sort 01下层DHL区域的所有机器人自行关闭，虽然可以重新连接但存在再次发生的风险。,客服（LB-Louis-陈振林）检查后发现是大量小车任务丢失，导致机器人将包裹带回发货口并可能自行关机。客服远程调整了AP的传输功率，并指导现场人员手动分拣了受影响的包裹。客服表示将持续观察系统运行状态，以确认释放后是否还会出现关机情况。
2024-11-23 03:31:00,（由客服发起，推测为客户机器需要校准）机器人霍尔传感器需要校准。,客服（LB-Louis-陈振林）远程指导客户将小车移至地面，然后客服进行了轮径和霍尔传感器校准。完成校准后，客户将小车搬回平台。客户确认问题已解决。
2024-11-24 20:07:00,客户已自行更换了T-sort 1下层AP 192.168.18.114的网线，此前该AP的传输速率过低导致机器人连接丢失，现请求客服验证更换后的传输速率百分比。,客服（安稳）远程核实后确认AP的通讯状态良好，传输速率已显著提高。客户确认问题已解决，并对客服的验证表示感谢。
2024-11-24 21:35:00,T-sort 8下层机器人169-176的BMSP主板更换后，需要进行注册操作。,客服（LB-Louis-陈振林）指导客户确认机器人已添加到RCS系统，并指导客户开启机器人并按下A键。在发现无法远程连接机器人后，客服指导客户将机器人移至地面，并远程完成了霍尔传感器校准。完成校准后，客服又补充完成了另一项必要的注册操作。客户确认机器人恢复正常运行。
2024-11-29 03:25:00,客户咨询T-sort分拣机通讯质量率低的问题，并指出其他T-sort分拣机也有类似情况，询问是否会影响机器人性能。,客服解释这是电脑到AP的直接通信问题，可能网络不佳，是网线信号的情况。客户表示已尝试更换网线但问题依旧，并询问是否影响机器人性能。客服建议通过AP查看地址簿，客户反馈通信仍不佳。后续客服解释该情况与网线信号有关，但未提供具体的解决方案，问题似乎在诊断阶段结束。
2024-12-12 11:01:00,客户询问是否有手册能识别并纠正故障代码，以便其整理故障报告。,客服提供了多个常见故障代码（包括234：目的地无地毯定位；21D：直线偏航角过大；212：右电机离线；217：翻转电机故障；218：CAN总线故障）及其详细的排查和处理步骤。客户表示感谢并已记录。
2024-12-12 15:02:00,客户报告Lucky 09的19号格口出现M4包裹落入M3格口的情况。,聊天记录中未找到明确的解决过程。
2024-12-17 00:30:00,客户请求客服在内部解绑RC04-008格口和绑定的容器RCBAGS0042039。,客服确认是TSort问题，并指派相关人员处理。客户表示他们内部已解绑。客服确认稍后会处理，并询问是否有其他问题。客服最终确认已完成解绑操作。
2024-12-27 10:12:00,"客户报告T-sorter格口（RC01-047, RC01-046, RC01-002）打开时显示错误，无法释放，并询问如何关闭格口。",客服返回错误信息，指出无法关箱是因为“剔除重复包裹后，容器明细为0”。客服建议联系WMS团队检查。客户表示格口未释放。客服与WMS团队内部沟通后，WMS团队确认已在系统内解绑了这些格口。客服随后建议客户重新绑定格口。
2024-12-29 03:13:00,客户报告DHL T-sort 03下层分拣机的通道程序无法打开。,客服要求客户提供图片并检查TeamViewer连接。发现无法连接远程PC（192.168.2.67），该PC是下层RCS服务器。客服指导客户检查物理PC是否开机，并最终指导客户找到并开启正确的RCS服务器。客服随后远程打开了RCS和通道程序，客户确认问题解决。
2024-12-29 12:23:00,客户报告分拣机6号，48号格口被堵塞，机器人已找到但格口仍保持关闭状态。,客服检查后，初步建议客户更换箱子并重新绑定。该问题后续在2024-12-31 07:59:01被再次提及，并得到了最终解决（见下一条记录）。
